date,open,high,low,close,volume
2014-02-02,828.61,853.52,827.11,832.58,16480984.375
2014-02-03,832.9,844.72,820.67,825.37,16498140.766550522
2014-02-04,824.08,826.48,807.22,823.83,12804520.459363958
2014-02-05,823.77,840.17,820.94,827.96,16221290.52631579
2014-02-06,829.96,837.32,811.91,811.91,15026073.519163763
2014-02-07,815.59,819.81,770.59,781.55,47502459.58188153
2014-02-08,783.2,783.2,654.35,712.4,87334584.02777778
2014-02-09,699.57,721.82,661.87,673.92,66004233.68055555
2014-02-10,671.46,712.27,655.25,682.9,39341435.0877193
2014-02-11,681.32,703.71,550.5,681.03,76829848.95833333
2014-02-12,683.5,712.46,636.66,672.17,86329650.87719299
2014-02-13,672.38,672.9,643.04,651.72,59332233.48017621
2014-02-14,651.08,657.99,601.91,605.24,23001732.75261324
2014-02-15,601.17,691.72,541.04,661.99,83605031.70731707
2014-02-16,660.9,661.84,632.84,650.92,59722314.23611111
2014-02-17,651.3,665.1,584.17,616.63,26895555.400696862
2014-02-18,614.23,656.95,607.31,626.27,42927346.503496505
2014-02-19,627.16,645.76,612.54,626.6,25615585.96491228
2014-02-20,625.97,631.77,618.7,623.03,15284668.197879858
2014-02-21,623.09,627.73,556.14,556.14,29843161.26760564
2014-02-22,556.88,582.96,530.47,574.16,55196455.28169014
2014-02-23,574.24,614.48,558.58,605.42,28979581.533101045
2014-02-24,606.47,639.91,599.7,605.82,35687902.09059233
2014-02-25,606.04,607.61,538.7,546.32,47587242.456140354
2014-02-26,540.24,541.38,420.41,538.71,98908728.5198556
2014-02-27,537.04,603.8,532.58,582.69,88164242.95774648
2014-02-28,581.65,594.05,566.62,578.77,43455990.87719298
2014-03-01,579.7,584.14,545.17,549.26,23830455.0877193
2014-03-02,549.92,573.38,539.29,565.61,27497411.45833333
2014-03-03,567.23,570.48,553.27,559.79,10561847.263157897
2014-03-04,562.56,702.91,560.52,667.76,40165800.94545455
2014-03-05,668.24,696.22,655.68,666.78,85672067.42424242
2014-03-06,666.24,674.28,646.28,665.51,37862335.35714286
2014-03-07,664.52,669.77,649.79,663.86,18503728.62190813
2014-03-08,664.31,665.34,616.35,629.15,22641439.08450704
2014-03-09,629.66,635.14,604.46,617.45,28762910.416666668
2014-03-10,616.31,643.95,612.35,636.96,15915538.111888113
2014-03-11,636.33,644.76,615.02,627.79,18088327.08333333
2014-03-12,627.95,638.42,618.84,634.11,15204582.43902439
2014-03-13,631.91,648.03,629.51,632.1,18940549.30555556
2014-03-14,633.62,644.2,630.85,638.14,12905969.58041958
2014-03-15,638.14,639.53,627.21,628.8,12083537.142857144
2014-03-16,629.37,639.14,627.3,636.12,8524813.263888888
2014-03-17,636.5,637.52,628.11,631.11,4539644.912891986
2014-03-18,630.92,632.68,616.855,622.373,10534403.776223777
2014-03-19,621.838,622.391,603.796,614.832,19978577.43055556
2014-03-20,613.896,622.0,609.096,609.888,19580376.783216786
2014-03-21,609.745,609.745,587.493,588.77,16687415.679442508
2014-03-22,588.294,604.592,561.813,571.49,29695169.444444444
2014-03-23,571.18,572.548,554.391,565.04,27472762.152777776
2014-03-24,565.764,570.238,560.878,561.272,13137691.49825784
2014-03-25,562.507,586.562,551.772,583.412,14198842.0979021
2014-03-26,585.026,585.438,572.605,583.917,20424957.013888888
2014-03-27,583.482,590.028,570.963,580.827,15706614.427860696
2014-03-28,580.257,580.56,471.239,471.239,35475810.37037037
2014-03-29,477.143,526.023,473.234,495.666,75398755.06072874
2014-03-30,501.713,504.859,489.734,491.172,24921434.939271256
2014-03-31,492.372,492.372,444.179,460.273,25007250.37313433
2014-04-01,462.299,483.022,443.365,457.001,46448404.87804878
2014-04-02,457.0,495.343,457.0,478.375,30041358.156028368
2014-04-03,479.137,495.045,431.269,437.14,33959281.81818182
2014-04-04,436.444,449.565,414.89,444.718,53592427.11267605
2014-04-05,445.664,454.652,429.091,447.526,30892161.324041814
2014-04-06,446.675,463.571,444.197,461.907,17020784.375
2014-04-07,463.397,466.319,452.97,460.499,11486721.527777778
2014-04-08,461.474,462.564,445.122,449.423,12078620.731707318
2014-04-09,447.613,457.424,446.114,453.086,14037298.021201411
2014-04-10,453.177,455.728,441.933,442.725,11066679.895470385
2014-04-11,442.256,443.366,358.732,365.176,32636740.277777776
2014-04-12,363.71,429.767,351.816,420.947,73670357.14285715
2014-04-13,420.889,439.606,415.789,421.116,34810648.958333336
2014-04-14,421.461,427.398,395.254,414.063,15528146.180555556
2014-04-15,414.828,469.751,407.373,458.787,41624579.298245616
2014-04-16,458.373,518.996,453.543,515.586,48152451.84397163
2014-04-17,522.185,542.378,502.781,527.395,54356754.16725979
2014-04-18,529.067,533.517,484.874,495.963,44005150.6993007
2014-04-19,495.798,498.601,472.741,479.645,24792255.74912892
2014-04-20,479.582,503.555,470.561,501.565,20064121.875
2014-04-21,501.751,510.871,490.84,498.168,15292310.069444444
2014-04-22,497.739,510.568,493.201,495.773,14247268.531468531
2014-04-23,495.455,503.222,487.58,487.924,12763944.097222222
2014-04-24,488.359,493.249,485.817,491.303,10862710.462633451
2014-04-25,490.825,500.465,482.952,500.465,10362477.102473496
2014-04-26,500.087,500.299,442.951,461.449,34614370.56737588
2014-04-27,461.705,464.543,449.103,458.601,26293487.719298247
2014-04-28,457.242,459.33,436.39,436.39,8859810.883392226
2014-04-29,430.716,447.534,422.942,440.285,20057905.21276596
2014-04-30,439.983,451.636,435.181,447.209,17729711.637931034
2014-05-01,446.89,451.099,436.699,447.645,16192266.0
2014-05-02,447.633,460.614,447.633,457.76,13583543.75
2014-05-03,457.364,457.929,443.403,449.377,12035047.804878049
2014-05-04,449.403,449.403,430.682,437.762,9093119.548611112
2014-05-05,438.517,439.769,430.054,436.403,8485122.847222222
2014-05-06,434.782,440.974,427.617,433.482,8424945.400696864
2014-05-07,433.364,448.038,423.251,428.962,11729299.475
2014-05-08,429.341,446.128,428.451,438.821,13112136.875
2014-05-09,438.679,448.399,438.143,440.169,14989552.100358425
2014-05-10,440.178,452.692,440.143,449.461,9228733.93728223
2014-05-11,450.456,455.771,448.468,454.433,9006769.583333334
2014-05-12,453.92,455.339,433.401,438.886,8734502.708333334
2014-05-13,438.303,442.26,434.231,441.462,10811231.533101045
2014-05-14,441.531,441.976,436.967,440.671,7292215.0
2014-05-15,440.592,446.659,440.503,443.972,8088830.55944056
2014-05-16,444.136,449.799,443.63,447.252,9029015.416666666
2014-05-17,447.386,450.661,444.964,448.058,6755427.108013937
2014-05-18,448.117,451.98,447.301,448.903,4925623.611111111
2014-05-19,448.701,449.767,444.784,446.264,2688736.145833333
2014-05-20,446.076,447.555,443.1,446.181,4480137.108013937
2014-05-21,446.305,491.444,446.007,485.724,20856204.756944444
2014-05-22,485.8,494.369,483.489,491.77,31202923.50526316
2014-05-23,492.049,525.356,490.191,524.579,23426467.013888888
2014-05-24,525.715,541.956,520.076,520.222,34918169.33797909
2014-05-25,521.051,525.17,516.281,525.138,17908664.925373133
2014-05-26,525.228,576.478,525.228,571.588,32500836.45833333
2014-05-27,571.393,588.389,565.332,583.424,39562935.48387097
2014-05-28,582.588,589.517,554.434,571.244,30472731.70731708
2014-05-29,571.915,578.624,564.087,577.062,28220059.375
2014-05-30,576.33,577.096,561.596,568.18,19295990.1754386
2014-05-31,568.177,618.458,568.157,615.325,23539243.554006968
2014-06-01,615.687,624.715,604.471,623.677,25926495.83333333
2014-06-02,623.693,671.513,619.906,630.229,26833079.166666668
2014-06-03,629.645,665.498,618.745,660.618,47542278.81944445
2014-06-04,660.55,674.111,650.784,667.605,51154677.35191637
2014-06-05,666.774,668.563,624.089,641.614,48829172.75985664
2014-06-06,641.072,663.526,640.09,659.258,26252926.388888888
2014-06-07,659.283,661.366,652.304,653.702,24951745.644599304
2014-06-08,653.522,656.944,644.907,654.969,19712907.638888888
2014-06-09,654.994,658.884,653.47,656.14,9944768.993055556
2014-06-10,655.64,657.703,644.393,649.159,14119338.506944444
2014-06-11,650.042,659.615,646.564,653.15,18814451.56794425
2014-06-12,653.188,657.04,632.547,633.02,20541078.13620072
2014-06-13,633.428,638.109,573.272,586.952,26366485.069444444
2014-06-14,585.696,615.137,585.696,600.163,59071984.66898955
2014-06-15,600.746,601.27,549.821,577.358,30027775.0
2014-06-16,575.928,592.937,554.891,592.937,32105776.736111112
2014-06-17,592.649,608.72,587.068,592.188,31443928.472222224
2014-06-18,591.586,610.889,590.4,610.864,19789391.289198607
2014-06-19,609.767,615.881,604.396,607.958,21002427.08333333
2014-06-20,608.07,612.241,597.018,598.071,13677202.777777778
2014-06-21,597.402,599.754,587.756,594.146,17446822.299651567
2014-06-22,593.678,599.462,587.737,594.992,13184339.722222222
2014-06-23,595.904,605.997,594.627,602.273,11280778.541666666
2014-06-24,602.161,603.212,586.343,593.984,11415530.145454545
2014-06-25,593.97,596.971,582.357,582.357,12568735.335689044
2014-06-26,581.809,583.599,565.625,566.336,17670253.19148936
2014-06-27,566.137,581.629,564.731,581.137,17796393.96226415
2014-06-28,581.297,600.124,579.885,597.261,15871705.992509363
2014-06-29,599.077,604.473,595.918,596.549,18269280.662983425
2014-06-30,596.332,604.076,596.162,602.715,9786132.91044776
2014-07-01,602.62,645.155,599.883,639.797,26740321.006944444
2014-07-02,641.391,657.858,640.107,640.806,45150228.515625
2014-07-03,641.037,656.678,638.339,650.879,31528134.36293436
2014-07-04,650.769,650.769,641.303,645.156,22696624.55357143
2014-07-05,644.646,648.433,629.403,630.692,19966155.450236965
2014-07-06,629.951,633.222,628.004,631.457,16796410.0
2014-07-07,631.772,638.653,631.16,635.807,10272828.23255814
2014-07-08,635.463,637.157,617.007,624.086,11588070.416666666
2014-07-09,622.57,626.695,620.907,624.818,15359606.119402984
2014-07-10,625.221,626.998,622.596,624.532,9481762.671480143
2014-07-11,624.509,626.116,612.346,616.838,12242666.354166666
2014-07-12,616.762,632.086,615.769,632.086,15621345.993031358
2014-07-13,632.003,636.658,626.982,634.278,16679989.930555556
2014-07-14,633.713,634.727,624.909,626.521,12198057.692307692
2014-07-15,626.497,627.342,617.322,619.875,11318627.87456446
2014-07-16,619.315,625.141,619.315,622.054,11434746.180555556
2014-07-17,621.586,623.092,615.325,616.934,12169039.520833334
2014-07-18,616.8,626.29,608.399,622.987,13167452.194444444
2014-07-19,623.089,629.213,620.472,629.213,15501255.052264808
2014-07-20,628.779,629.166,624.597,628.628,12494571.388888888
2014-07-21,628.515,628.559,622.775,623.994,6156051.041666667
2014-07-22,623.9,624.09,619.109,622.034,7644422.947368421
2014-07-23,622.211,624.298,620.957,621.413,10403722.743055556
2014-07-24,621.551,624.431,618.293,619.337,9578867.916666666
2014-07-25,619.415,620.429,595.566,601.243,16520255.902777778
2014-07-26,601.733,607.065,597.226,601.611,18322355.74912892
2014-07-27,601.089,602.088,593.964,595.985,11865350.0
2014-07-28,595.813,598.942,593.43,594.316,8913880.833333334
2014-07-29,593.852,594.573,575.185,585.76,14477090.945454543
2014-07-30,585.691,588.385,581.695,584.679,14844783.95522388
2014-07-31,584.725,585.122,564.896,566.849,11562696.493055556
2014-08-01,567.293,586.235,564.511,586.235,19949510.763888888
2014-08-02,586.235,597.922,583.634,594.908,20034622.85714286
2014-08-03,594.916,594.916,586.155,589.412,13558381.92982456
2014-08-04,589.333,589.333,581.65,585.625,8254428.784722222
2014-08-05,586.666,591.946,583.74,588.716,8283256.515679442
2014-08-06,588.782,589.865,584.102,585.166,11226674.722222222
2014-08-07,585.436,587.486,583.098,584.63,9972679.0625
2014-08-08,584.653,591.104,584.052,588.785,10585161.770833334
2014-08-09,588.869,598.116,588.791,592.619,13124577.351916377
2014-08-10,592.577,592.577,587.633,589.262,9176716.736111112
2014-08-11,589.372,594.46,587.942,591.01,7071456.527777778
2014-08-12,591.061,591.507,574.051,576.602,9380006.829268292
2014-08-13,576.368,576.948,566.595,569.592,17303184.375
2014-08-14,569.642,573.033,532.667,546.08,18579486.80555556
2014-08-15,546.658,546.658,498.725,505.974,32626245.486111112
2014-08-16,505.974,518.179,487.926,497.245,28753135.88850174
2014-08-17,497.01,521.475,487.744,520.182,25650440.277777776
2014-08-18,519.708,520.19,483.626,492.633,23722638.888888888
2014-08-19,491.795,499.37,443.851,461.424,36541357.839721255
2014-08-20,461.46,485.71,455.539,483.471,46453523.26388889
