date,open,high,low,close,volume
2013-04-28,128.0001,128.0001,128.0001,128.0001,0.0
2013-04-29,134.4444,135.98,132.1,134.21,0.0
2013-04-30,134.444,147.488,134.0,144.54,0.0
2013-05-01,144.0,146.93,134.05,139.0,0.0
2013-05-02,139.0,139.89,107.72,116.99,0.0
2013-05-03,116.38,125.6,92.2819,105.21,0.0
2013-05-04,106.25,108.128,79.1,97.75,0.0
2013-05-05,98.1,115.0,92.5,112.5,0.0
2013-05-06,112.9,118.8,107.143,115.91,0.0
2013-05-07,115.98,124.663,106.64,112.3,0.0
2013-05-08,112.25,113.444,97.7,111.5,0.0
2013-05-09,109.6,115.78,109.6,113.566,0.0
2013-05-10,113.2,113.46,109.26,112.67,0.0
2013-05-11,112.799,122.0,111.551,117.2,0.0
2013-05-12,117.7,118.679,113.01,115.243,0.0
2013-05-13,115.64,117.449,113.435,115.0,0.0
2013-05-14,114.82,118.699,114.5,117.98,0.0
2013-05-15,117.98,119.8,110.25,111.5,0.0
2013-05-16,111.4,115.81,103.5,114.22,0.0
2013-05-17,114.22,118.76,112.2,118.76,0.0
2013-05-18,118.21,125.3,116.571,123.015,0.0
2013-05-19,123.5,125.25,122.3,123.498,0.0
2013-05-20,123.211,124.5,119.571,121.99,0.0
2013-05-21,122.5,123.621,120.12,122.0,0.0
2013-05-22,122.02,123.0,121.21,122.88,0.0
2013-05-23,122.89,124.001,122.0,123.889,0.0
2013-05-24,123.8,126.934,123.1,126.7,0.0
2013-05-25,126.3,133.85,125.719,133.2,0.0
2013-05-26,133.1,133.219,128.9,131.98,0.0
2013-05-27,131.986,136.0,130.615,133.48,0.0
2013-05-28,133.5,135.465,124.7,129.745,0.0
2013-05-29,129.77,130.58,125.6,129.0,0.0
2013-05-30,129.0,132.59,127.662,132.3,0.0
2013-05-31,132.25,132.25,127.0,128.799,0.0
2013-06-01,128.799,129.9,126.4,129.0,0.0
2013-06-02,128.815,129.78,127.199,129.3,0.0
2013-06-03,129.3,129.4,115.05,122.292,0.0
2013-06-04,122.5,122.5,116.0,122.222,0.0
2013-06-05,120.737,123.84,119.1,121.42,0.0
2013-06-06,121.4,123.469,119.899,121.65,0.0
2013-06-07,121.9,123.1,117.25,118.0,0.0
2013-06-08,118.97,119.0,106.42,111.5,0.0
2013-06-09,111.0,111.415,107.3,108.3,0.0
2013-06-10,107.892,108.99,88.5,100.0,0.0
2013-06-11,100.437,110.101,95.002,106.35,0.0
2013-06-12,106.35,109.6,104.0,108.9,0.0
2013-06-13,109.0,111.787,106.734,108.15,0.0
2013-06-14,108.776,110.3,100.53,104.0,0.0
2013-06-15,103.949,104.7,98.0,99.9789,0.0
2013-06-16,100.0,103.7,98.0,99.9881,0.0
2013-06-17,99.8,101.6,98.9466,99.51,0.0
2013-06-18,99.9,102.21,99.0,101.7,0.0
2013-06-19,101.95,111.111,101.033,107.4,0.0
2013-06-20,107.05,110.225,105.755,108.25,0.0
2013-06-21,108.251,114.3,107.5,110.15,0.0
2013-06-22,111.29,114.99,107.685,109.5,0.0
2013-06-23,109.5,109.956,107.514,108.3,0.0
2013-06-24,108.2,108.8,106.234,107.6,0.0
2013-06-25,107.9,108.334,100.98,102.737,0.0
2013-06-26,102.09,106.47,101.01,103.95,0.0
2013-06-27,103.329,105.489,102.792,104.0,0.0
2013-06-28,104.0,104.0,101.1,101.437,0.0
2013-06-29,101.737,101.737,92.333,94.6492,0.0
2013-06-30,94.66,99.99,93.0,94.994,0.0
2013-07-01,94.999,98.1223,94.2223,96.614,0.0
2013-07-02,97.51,97.6649,86.2972,88.05,0.0
2013-07-03,88.05,92.3,87.51,90.134,0.0
2013-07-04,90.405,90.9812,76.9792,77.53,0.0
2013-07-05,78.89,83.105,72.0,80.5258,0.0
2013-07-06,79.99,80.0,65.526,68.431,0.0
2013-07-07,68.505,75.0,66.82,70.2773,0.0
2013-07-08,68.749,74.5611,66.62,74.5611,0.0
2013-07-09,76.5,80.0,72.6,76.516,0.0
2013-07-10,76.0,78.3,72.52,76.694,0.0
2013-07-11,76.72,87.0,76.2,86.76,0.0
2013-07-12,88.0,90.28,85.0799,88.98,0.0
2013-07-13,88.979,104.0,88.166,93.5949,0.0
2013-07-14,93.9899,98.25,88.0622,98.1339,0.0
2013-07-15,98.7,98.7,92.86,94.6913,0.0
2013-07-16,93.605,101.9,93.11,98.4002,0.0
2013-07-17,98.8903,99.8623,96.1416,97.4508,0.0
2013-07-18,96.71,99.97,96.18,98.5,0.0
2013-07-19,98.5,98.8,86.2,90.58,0.0
2013-07-20,90.0689,95.2001,87.8,92.17,0.0
2013-07-21,92.0,93.1,89.2711,89.3901,0.0
2013-07-22,89.8214,91.95,88.0,90.7573,0.0
2013-07-23,91.998,91.998,90.0754,91.61,0.0
2013-07-24,91.6,96.8193,91.6,95.5585,0.0
2013-07-25,95.5585,95.99,93.0,94.51,0.0
2013-07-26,94.505,97.33,93.8657,96.9,0.0
2013-07-27,96.95,97.4691,96.0,96.0202,0.0
2013-07-28,96.0201,96.995,93.0,94.116,0.0
2013-07-29,94.4,100.577,94.0,99.756,0.0
2013-07-30,98.6,102.5,98.455,101.2,0.0
2013-07-31,101.489,107.99,100.47,107.99,0.0
2013-08-01,107.95,111.344,103.88,106.09,0.0
2013-08-02,106.213,108.0,103.011,104.0,0.0
2013-08-03,104.856,108.0,101.211,104.501,0.0
2013-08-04,104.501,105.78,102.002,104.005,0.0
2013-08-05,104.95,105.95,103.523,105.144,0.0
2013-08-06,105.12,107.77,105.0,106.22,0.0
2013-08-07,106.72,107.382,105.557,106.75,0.0
2013-08-08,106.75,106.75,106.75,106.75,0.0
2013-08-09,106.75,106.75,101.26,103.0,0.0
2013-08-10,103.07,105.75,101.935,102.8,0.0
2013-08-11,102.8,103.9,102.41,103.0,0.0
2013-08-12,103.0,105.19,102.755,105.0,0.0
2013-08-13,105.0,108.0,103.5,106.636,0.0
2013-08-14,106.99,109.35,104.65,109.0,0.0
2013-08-15,109.555,114.995,108.001,112.562,0.0
2013-08-16,112.562,113.245,109.0,109.99,0.0
2013-08-17,109.995,112.3,108.517,108.994,0.0
2013-08-18,108.994,113.75,108.225,113.5,0.0
2013-08-19,112.75,114.688,112.0,113.5,0.0
2013-08-20,113.38,123.062,111.771,119.0,0.0
2013-08-21,119.0,123.011,117.508,121.205,0.0
2013-08-22,121.21,124.914,119.682,123.3,0.0
2013-08-23,123.3,123.5,120.6,121.15,0.0
2013-08-24,122.0,122.0,118.444,118.501,0.0
2013-08-25,118.51,121.39,118.02,120.045,0.0
2013-08-26,119.603,122.987,119.17,122.111,0.0
2013-08-27,122.111,122.755,119.93,120.056,0.0
2013-08-28,120.07,127.24,120.07,126.5,0.0
2013-08-29,126.48,127.32,122.62,122.62,0.0
2013-08-30,122.62,123.7,122.21,122.39,0.0
2013-08-31,122.35,135.75,120.99,133.49,0.0
2013-09-01,133.09,140.89,132.72,135.35,0.0
2013-09-02,135.14,145.81,134.81,138.34,0.0
2013-09-03,138.63,146.5,134.89,135.85,0.0
2013-09-04,135.61,138.34,133.0,136.77,0.0
2013-09-05,136.53,144.5,123.61,126.74,0.0
2013-09-06,126.76,131.44,121.83,126.43,0.0
2013-09-07,126.49,127.34,119.15,119.15,0.0
2013-09-08,118.89,125.94,118.46,124.15,0.0
2013-09-09,124.13,124.72,120.49,121.66,0.0
2013-09-10,121.86,129.06,119.75,127.11,0.0
2013-09-11,127.27,129.74,125.9,125.91,0.0
2013-09-12,125.89,137.83,123.27,135.25,0.0
2013-09-13,135.55,136.08,131.81,133.13,0.0
2013-09-14,132.83,137.58,132.27,134.98,0.0
2013-09-15,135.01,135.85,128.87,129.22,0.0
2013-09-16,129.4,131.44,128.26,130.37,0.0
2013-09-17,130.86,132.72,129.77,131.72,0.0
2013-09-18,131.59,132.76,124.89,131.66,0.0
2013-09-19,131.71,133.2,130.54,131.47,0.0
2013-09-20,131.37,131.77,128.45,129.65,0.0
2013-09-21,129.7,135.62,126.68,127.04,0.0
2013-09-22,126.95,128.61,126.24,127.43,0.0
2013-09-23,127.87,133.94,126.59,129.12,0.0
2013-09-24,128.98,132.725,125.66,125.95,0.0
2013-09-25,126.05,127.46,125.39,127.25,0.0
2013-09-26,127.38,129.69,127.33,128.22,0.0
2013-09-27,128.21,134.934,127.32,128.38,0.0
2013-09-28,128.94,134.74,128.49,133.78,0.0
2013-09-29,133.77,135.63,132.56,134.78,0.0
2013-09-30,134.9,140.61,134.71,137.34,0.0
2013-10-01,137.15,138.35,130.27,133.0,0.0
2013-10-02,132.68,134.63,131.55,132.18,0.0
2013-10-03,132.05,133.59,102.25,114.13,0.0
2013-10-04,114.45,123.63,111.82,123.63,0.0
2013-10-05,123.41,130.09,123.41,129.01,0.0
2013-10-06,128.63,130.44,128.03,128.55,0.0
2013-10-07,128.36,129.66,126.15,129.0,0.0
2013-10-08,129.43,130.27,126.36,126.94,0.0
2013-10-09,126.74,127.47,124.71,126.0,0.0
2013-10-10,125.85,131.75,125.58,130.69,0.0
2013-10-11,130.67,131.5,129.26,130.59,0.0
2013-10-12,130.75,131.81,129.64,130.9,0.0
2013-10-13,130.9,135.66,130.56,135.19,0.0
2013-10-14,135.19,138.66,134.55,138.13,0.0
2013-10-15,139.27,144.12,138.9,140.52,0.0
2013-10-16,140.77,145.39,139.13,145.24,0.0
2013-10-17,145.65,152.23,142.43,142.55,0.0
2013-10-18,142.41,147.42,142.41,146.25,0.0
2013-10-19,146.37,155.96,145.57,155.96,0.0
2013-10-20,155.91,177.48,155.7,172.42,0.0
2013-10-21,171.66,174.91,168.95,174.61,0.0
2013-10-22,174.8,184.82,174.8,182.21,0.0
2013-10-23,182.65,196.27,182.65,193.76,0.0
2013-10-24,193.36,213.62,192.38,213.62,0.0
2013-10-25,214.3,217.42,168.52,198.23,0.0
2013-10-26,197.69,198.87,168.5,186.69,0.0
2013-10-27,187.45,188.41,175.75,177.32,0.0
2013-10-28,176.6,196.44,176.6,196.44,0.0
2013-10-29,196.21,198.62,192.06,198.55,0.0
2013-10-30,198.55,204.79,198.55,204.39,0.0
2013-10-31,204.39,209.16,199.97,199.97,0.0
2013-11-01,199.83,205.18,198.85,204.0,0.0
2013-11-02,203.9,206.65,202.13,206.18,0.0
2013-11-03,205.81,207.76,201.65,206.22,0.0
2013-11-04,205.99,215.05,203.99,215.05,0.0
2013-11-05,214.66,231.01,213.94,229.1,0.0
2013-11-06,229.21,250.66,226.22,245.24,0.0
2013-11-07,244.78,263.0,244.78,262.5,0.0
2013-11-08,261.68,304.17,261.55,296.41,0.0
2013-11-09,297.85,338.66,296.93,338.11,0.0
2013-11-10,338.58,370.82,319.71,339.11,0.0
2013-11-11,348.82,350.7,277.24,326.62,0.0
2013-11-12,325.41,351.27,311.78,342.44,0.0
2013-11-13,343.06,362.81,342.8,360.33,0.0
2013-11-14,360.97,414.05,359.8,407.37,0.0
2013-11-15,406.41,425.9,395.19,420.2,0.0
2013-11-16,419.41,437.89,396.11,417.95,0.0
2013-11-17,417.28,450.26,415.57,440.22,0.0
2013-11-18,440.96,500.58,440.24,492.11,0.0
2013-11-19,496.58,703.78,494.94,703.56,0.0
2013-11-20,712.76,806.11,456.39,584.61,0.0
2013-11-21,577.98,599.65,448.45,590.83,0.0
2013-11-22,594.32,733.4,577.29,722.43,0.0
2013-11-23,724.07,780.85,668.13,771.44,0.0
2013-11-24,771.7,844.97,771.7,797.82,0.0
2013-11-25,795.63,807.36,722.87,774.25,0.0
2013-11-26,773.02,810.68,754.43,799.11,0.0
2013-11-27,805.73,928.54,800.8,928.1,0.0
2013-11-28,923.85,1001.96,891.68,1001.96,0.0
2013-11-29,1003.38,1077.56,962.17,1031.95,0.0
2013-11-30,1042.01,1146.97,1000.64,1131.97,0.0
2013-12-01,1129.37,1156.14,1106.61,1129.43,0.0
2013-12-02,1128.92,1133.08,801.82,955.85,0.0
2013-12-03,951.42,1055.42,938.41,1043.33,0.0
2013-12-04,1046.4,1096.0,1011.21,1078.28,0.0
2013-12-05,1077.58,1156.12,1070.16,1151.17,0.0
2013-12-06,1152.73,1154.36,897.11,1045.11,0.0
2013-12-07,1042.38,1042.38,829.45,829.45,0.0
2013-12-08,835.32,854.64,640.22,698.23,0.0
2013-12-09,697.31,802.51,670.88,795.87,0.0
2013-12-10,793.8,921.93,780.9,893.19,0.0
2013-12-11,892.32,997.23,892.32,988.51,0.0
2013-12-12,989.07,1001.58,834.23,878.48,0.0
2013-12-13,882.78,901.94,844.95,873.26,0.0
2013-12-14,874.98,941.79,860.05,892.58,0.0
2013-12-15,899.85,904.65,858.36,872.6,0.0
2013-12-16,875.29,886.16,825.0,876.12,0.0
2013-12-17,880.33,882.25,668.25,705.97,0.0
2013-12-18,706.37,754.83,630.88,682.12,0.0
2013-12-19,678.2,679.32,420.51,522.7,0.0
2013-12-20,519.06,707.23,502.89,691.96,0.0
2013-12-21,694.22,729.16,595.33,625.32,0.0
2013-12-22,619.9,654.27,579.17,605.66,0.0
2013-12-23,601.78,666.74,585.64,617.18,0.0
2013-12-24,613.06,680.91,611.04,673.41,0.0
2013-12-25,672.36,684.39,645.71,665.58,0.0
2013-12-26,666.31,682.7,649.48,682.21,0.0
2013-12-27,683.94,777.75,683.94,761.98,0.0
2013-12-28,763.28,777.51,713.6,735.07,59574817.55319149
2013-12-29,737.98,747.06,705.35,727.83,37162283.62369338
2013-12-30,728.05,748.61,714.44,745.05,25224720.71428572
2013-12-31,741.35,766.6,740.24,756.13,22761578.13620072
2014-01-01,760.32,760.58,738.17,754.01,20363961.111111112
2014-01-02,754.97,775.35,754.97,771.4,23031290.94076655
2014-01-03,773.44,820.31,767.21,802.39,20763855.55555556
2014-01-04,802.85,834.15,789.12,818.72,46741909.375
2014-01-05,823.27,859.51,801.67,859.51,34606387.152777776
2014-01-06,858.55,952.4,854.52,933.53,51393924.73867596
2014-01-07,936.05,1017.12,905.71,953.29,84229008.47457626
2014-01-08,946.49,965.74,802.0,802.0,75583107.91366906
2014-01-09,795.99,870.68,776.18,842.72,97216106.94444443
2014-01-10,841.47,864.36,804.14,846.86,51776518.46689896
2014-01-11,846.69,871.19,822.6,868.48,48399306.94444445
2014-01-12,867.32,921.48,861.72,913.95,43122722.56944445
2014-01-13,919.6,928.52,851.17,863.22,40845699.65156794
2014-01-14,860.19,861.29,806.05,841.2,39904186.11111111
2014-01-15,843.17,855.69,825.66,833.27,35096684.375
2014-01-16,833.12,872.81,830.86,860.9,24818056.097560976
2014-01-17,860.29,866.16,835.63,835.63,21776485.09090909
2014-01-18,834.49,842.91,797.63,814.64,29055483.566433568
2014-01-19,816.07,841.49,816.07,840.0,30981729.8245614
2014-01-20,839.66,870.96,825.53,870.96,17158798.943661973
2014-01-21,871.39,886.39,853.87,870.2,31671418.75
2014-01-22,869.65,881.2,855.93,863.91,21153266.666666668
2014-01-23,867.21,870.15,837.36,845.59,17395185.51236749
2014-01-24,845.46,851.57,819.32,822.04,17008019.298245613
2014-01-25,822.43,822.43,783.58,797.07,30197343.05555556
2014-01-26,796.24,861.45,792.96,853.61,24353502.08333333
2014-01-27,853.68,897.02,844.86,885.28,27087593.728223
2014-01-28,884.6,893.0,757.11,771.39,32267905.55555556
2014-01-29,774.02,832.5,766.98,812.51,60975196.8641115
2014-01-30,809.96,836.87,809.85,826.0,29048583.50877193
2014-01-31,826.02,830.5,799.06,819.03,21338914.63414634
2014-02-01,818.43,831.87,812.6,829.92,26176925.0
